"codigo_vn","hora","numero de factura","dinero_generado","codigo_ep","codigo_cl","codigo_mc","precio","date","origen"
"VNjun19   ","5:00                                              ","2019_6_158                                        ",15,"p06       ","cl13      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_158                                        ",15,"p06       ","cl13      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_159                                        ",15,"p03       ","cl06      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_159                                        ",15,"p03       ","cl06      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_159                                        ",15,"p03       ","cl06      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_160                                        ",15,"p03       ","cl04      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_161                                        ",15,"p02       ","cl02      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_161                                        ",15,"p02       ","cl02      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_162                                        ",15,"p04       ","cl09      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_162                                        ",15,"p04       ","cl09      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_162                                        ",15,"p04       ","cl09      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_163                                        ",15,"p04       ","cl14      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_164                                        ",15,"p01       ","cl01      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_164                                        ",15,"p01       ","cl01      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_165                                        ",15,"p01       ","cl08      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_165                                        ",15,"p01       ","cl08      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_165                                        ",15,"p01       ","cl08      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_166                                        ",15,"p03       ","cl15      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_167                                        ",15,"p04       ","cl08      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_167                                        ",15,"p04       ","cl08      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_168                                        ",15,"p05       ","cl03      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_168                                        ",15,"p05       ","cl03      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_168                                        ",15,"p05       ","cl03      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_169                                        ",15,"p03       ","cl05      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_170                                        ",15,"p03       ","cl11      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_170                                        ",15,"p03       ","cl11      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_171                                        ",15,"p03       ","cl08      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_171                                        ",15,"p03       ","cl08      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_171                                        ",15,"p03       ","cl08      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_172                                        ",15,"p01       ","cl05      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_173                                        ",15,"p04       ","cl09      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_173                                        ",15,"p04       ","cl09      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_174                                        ",15,"p05       ","cl08      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_174                                        ",15,"p05       ","cl08      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_174                                        ",15,"p05       ","cl08      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_175                                        ",15,"p06       ","cl13      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_176                                        ",15,"p02       ","cl09      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_176                                        ",15,"p02       ","cl09      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_177                                        ",15,"p04       ","cl12      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_177                                        ",15,"p04       ","cl12      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_177                                        ",15,"p04       ","cl12      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_178                                        ",15,"p03       ","cl13      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_179                                        ",15,"p01       ","cl13      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_179                                        ",15,"p01       ","cl13      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_180                                        ",15,"p03       ","cl04      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_180                                        ",15,"p03       ","cl04      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_180                                        ",15,"p03       ","cl04      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_181                                        ",15,"p04       ","cl10      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_182                                        ",15,"p06       ","cl09      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_182                                        ",15,"p06       ","cl09      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_183                                        ",15,"p02       ","cl04      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_183                                        ",15,"p02       ","cl04      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_183                                        ",15,"p02       ","cl04      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_184                                        ",15,"p06       ","cl03      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_185                                        ",15,"p06       ","cl10      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_185                                        ",15,"p06       ","cl10      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_186                                        ",15,"p02       ","cl03      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_186                                        ",15,"p02       ","cl03      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_186                                        ",15,"p02       ","cl03      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_187                                        ",15,"p02       ","cl10      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_188                                        ",15,"p03       ","cl03      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_188                                        ",15,"p03       ","cl03      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_189                                        ",15,"p06       ","cl15      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_189                                        ",15,"p06       ","cl15      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_189                                        ",15,"p06       ","cl15      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_190                                        ",15,"p03       ","cl03      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_191                                        ",15,"p05       ","cl05      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_191                                        ",15,"p05       ","cl05      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_192                                        ",15,"p06       ","cl15      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_192                                        ",15,"p06       ","cl15      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_192                                        ",15,"p06       ","cl15      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_193                                        ",15,"p05       ","cl08      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_194                                        ",15,"p06       ","cl02      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_194                                        ",15,"p06       ","cl02      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_195                                        ",15,"p06       ","cl03      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_195                                        ",15,"p06       ","cl03      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_195                                        ",15,"p06       ","cl03      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_196                                        ",15,"p05       ","cl02      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_197                                        ",15,"p04       ","cl12      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_197                                        ",15,"p04       ","cl12      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_198                                        ",15,"p05       ","cl06      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_198                                        ",15,"p05       ","cl06      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_198                                        ",15,"p05       ","cl06      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_199                                        ",15,"p01       ","cl06      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_200                                        ",15,"p02       ","cl10      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_200                                        ",15,"p02       ","cl10      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_201                                        ",15,"p03       ","cl12      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_201                                        ",15,"p03       ","cl12      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_201                                        ",15,"p03       ","cl12      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_202                                        ",15,"p02       ","cl03      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_203                                        ",15,"p05       ","cl11      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_203                                        ",15,"p05       ","cl11      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_204                                        ",15,"p01       ","cl06      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_204                                        ",15,"p01       ","cl06      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_204                                        ",15,"p01       ","cl06      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_205                                        ",15,"p02       ","cl11      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_206                                        ",15,"p03       ","cl10      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_206                                        ",15,"p03       ","cl10      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_207                                        ",15,"p01       ","cl02      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_207                                        ",15,"p01       ","cl02      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_207                                        ",15,"p01       ","cl02      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_208                                        ",15,"p04       ","cl05      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_209                                        ",15,"p05       ","cl11      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_209                                        ",15,"p05       ","cl11      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_210                                        ",15,"p01       ","cl15      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_210                                        ",15,"p01       ","cl15      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_210                                        ",15,"p01       ","cl15      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_211                                        ",15,"p03       ","cl13      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_212                                        ",15,"p05       ","cl10      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_212                                        ",15,"p05       ","cl10      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_213                                        ",15,"p05       ","cl10      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_213                                        ",15,"p05       ","cl10      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_213                                        ",15,"p05       ","cl10      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_214                                        ",15,"p04       ","cl04      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_215                                        ",15,"p01       ","cl14      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_215                                        ",15,"p01       ","cl14      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_216                                        ",15,"p01       ","cl09      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_216                                        ",15,"p01       ","cl09      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_216                                        ",15,"p01       ","cl09      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_217                                        ",15,"p05       ","cl05      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_218                                        ",15,"p03       ","cl06      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_218                                        ",15,"p03       ","cl06      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_219                                        ",15,"p01       ","cl05      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_219                                        ",15,"p01       ","cl05      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_219                                        ",15,"p01       ","cl05      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_220                                        ",15,"p05       ","cl11      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_221                                        ",15,"p03       ","cl02      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_221                                        ",15,"p03       ","cl02      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_222                                        ",15,"p04       ","cl13      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_222                                        ",15,"p04       ","cl13      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_222                                        ",15,"p04       ","cl13      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_223                                        ",15,"p04       ","cl14      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_224                                        ",15,"p02       ","cl11      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_224                                        ",15,"p02       ","cl11      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_225                                        ",15,"p06       ","cl10      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_225                                        ",15,"p06       ","cl10      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_225                                        ",15,"p06       ","cl10      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_226                                        ",15,"p06       ","cl05      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_227                                        ",15,"p01       ","cl06      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_227                                        ",15,"p01       ","cl06      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_228                                        ",15,"p05       ","cl08      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_228                                        ",15,"p05       ","cl08      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_228                                        ",15,"p05       ","cl08      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_229                                        ",15,"p04       ","cl08      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_230                                        ",15,"p02       ","cl09      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_230                                        ",15,"p02       ","cl09      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_231                                        ",15,"p02       ","cl14      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_231                                        ",15,"p02       ","cl14      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_231                                        ",15,"p02       ","cl14      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_232                                        ",15,"p06       ","cl05      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_233                                        ",15,"p06       ","cl07      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_233                                        ",15,"p06       ","cl07      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_234                                        ",15,"p03       ","cl09      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_234                                        ",15,"p03       ","cl09      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_234                                        ",15,"p03       ","cl09      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_235                                        ",15,"p05       ","cl02      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_236                                        ",15,"p06       ","cl01      ","mc11      ",400,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_236                                        ",15,"p06       ","cl01      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_237                                        ",15,"p02       ","cl04      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_237                                        ",15,"p02       ","cl04      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_237                                        ",15,"p02       ","cl04      ","mc06      ",250,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_238                                        ",15,"p03       ","cl02      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_239                                        ",15,"p05       ","cl01      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_239                                        ",15,"p05       ","cl01      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_240                                        ",15,"p02       ","cl15      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_240                                        ",15,"p02       ","cl15      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_240                                        ",15,"p02       ","cl15      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_241                                        ",15,"p05       ","cl04      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_242                                        ",15,"p06       ","cl12      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_242                                        ",15,"p06       ","cl12      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_243                                        ",15,"p02       ","cl13      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_243                                        ",15,"p02       ","cl13      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_243                                        ",15,"p02       ","cl13      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_244                                        ",15,"p03       ","cl03      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_245                                        ",15,"p02       ","cl06      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_245                                        ",15,"p02       ","cl06      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_246                                        ",15,"p06       ","cl14      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_246                                        ",15,"p06       ","cl14      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_246                                        ",15,"p06       ","cl14      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_247                                        ",15,"p04       ","cl12      ","mc03      ",150,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_248                                        ",15,"p05       ","cl11      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_248                                        ",15,"p05       ","cl11      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_249                                        ",15,"p06       ","cl03      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_249                                        ",15,"p06       ","cl03      ","mc05      ",10,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_249                                        ",15,"p06       ","cl03      ","mc04      ",20,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_250                                        ",15,"p04       ","cl09      ","mc07      ",290,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_251                                        ",15,"p04       ","cl07      ","mc01      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_251                                        ",15,"p04       ","cl07      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_252                                        ",15,"p02       ","cl10      ","mc10      ",205,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_252                                        ",15,"p02       ","cl10      ","mc02      ",200,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_252                                        ",15,"p02       ","cl10      ","mc12      ",500,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_253                                        ",15,"p05       ","cl02      ","mc08      ",510,"2019-06-02","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_254                                        ",15,"p02       ","cl06      ","mc09      ",125,"2019-06-02","farmacia_amarilla                                 "
